GeneSet	DESC	GeneSet,Genes
LRMP	LRMP	LRMP,CCDC155,SYNE4,LMNTD1,PTPRC,CASC1,SH2D7,SYNE2,SUN3,SYNE1,SUN1
LRP1	LRP1	LRP1,APOE,A2M,CALR,LRPAP1,HSP90B1,HPX,HSP90AA1,HSPA4,HSP90AB1,SERPINE1
LRP10	LRP10	LRP10,APOE,FAM163A,APP,TMEM230,HSPG2,AGRN,GGA1,APOB,GGA2,PRKN
LRP11	LRP11	LRP11,LRP3,LRP4,LRP12,SORL1,GINM1,LRP8,MAN2B2,LRP10,DDX25,ACOT13
LRP12	LRP12	LRP12,HSPG2,AGRN,GIPC1,LRP11,APOE,APOB,GGA2,SDC2,GPC6,APOC2
LRP1B	LRP1B	LRP1B,CSMD3,MUC16,PTPRD,APP,PCLO,SYNE1,USH2A,ZFHX4,TTN,KMT2D
LRP2	LRP2	LRP2,CUBN,APOE,AMN,ANKRA2,LRPAP1,CLU,ALB,GC,DAB2,SHH
LRP2BP	LRP2BP	LRP2BP,LRP2,PRPSAP1,SEL1L2,ANKRA2,OS9,ERLEC1,MYO9A,BBS7,MAPK8IP1,LRIT3
LRP3	LRP3	LRP3,LRPAP1,GGA2,GGA1,LRP11,APOE,LDLRAD2,CNST,NOXA1,APLP1,DOC2B
LRP4	LRP4	LRP4,AGRN,MUSK,RIOX2,APP,WNT7A,SOST,DOK7,RAPSN,LMX1B,LRP11
LRP5	LRP5	LRP5,SOST,DKK4,AXIN1,DKK2,WNT1,FZD4,LRP6,DKK1,WNT3A,DVL1
LRP5L	LRP5L	LRP5L,KREMEN1,AGRN,DKK1,AXIN1,HSPG2,WNT1,LYSMD1,OR52E4,DKK2,DKK4
LRP6	LRP6	LRP6,WNT3A,WNT1,DKK1,FZD4,DKK4,AXIN1,DKK2,SOST,LRP5,DVL1
LRP8	LRP8	LRP8,APOE,RELN,VLDLR,APOH,SPON1,DAB1,SNX17,CLU,APBB1,LRPAP1
LRPAP1	LRPAP1	LRPAP1,LRP1,RALGDS,LRP2,RAPGEF4,SORL1,RAPGEF3,LRP8,RALA,MYCBP2,VLDLR
LRPPRC	LRPPRC	LRPPRC,SLIRP,MAP1S,XPO1,TACO1,HEBP2,COX15,CECR2,SURF1,COX10,YTHDF1
LRR1	LRR1	LRR1,CUL2,RBX1,ELOC,ELOB,MCM7,WDHD1,MCM3,MCM5,CDC45,GINS4
LRRC1	LRRC1	LRRC1,DLG4,ADGRL1,TINAG,RND2,PPP1CC,ZNF514,ADGRL2,ADGRL3,DTNB,LUM
LRRC10	LRRC10	LRRC10,LRRC26,CCT2,BEST3,LRG1,PRELP,KERA,SLMAP,LUM,OMD,FMOD
LRRC10B	LRRC10B	LRRC10B,KERA,LUM,LRRC26,ADGRL1,ADGRL3,ADGRL2,OMD,DCN,LRRTM1,PODNL1
LRRC14	LRRC14	LRRC14,IKBKB,CHUK,E4F1,ALG12,CUL2,LRRC24,TRMT2A,PPP1R16A,BRAT1,MFSD3
LRRC14B	LRRC14B	LRRC14B,LRRC30,LRRC20,OR13C8,TMEM191B,CCDC127,TMEM236,PLEKHG4B,TMEM38A,LRRC38,LRRC39
LRRC15	LRRC15	LRRC15,COL11A1,ADGRL1,ADGRL2,ADGRL3,VSIG8,LRRC18,LRRC59,FAP,THBS2,ITGB1
LRRC17	LRRC17	LRRC17,FBXL13,ADGRL3,ADGRL2,ADGRL1,MYOG,SIX4,CCDC69,PLEKHH2,NFIB,E2F8
LRRC18	LRRC18	LRRC18,WDFY4,ATP6AP1L,LRGUK,DRG2,RNF141,LMNTD1,PRELP,LRG1,POLR2E,ADGRL1
LRRC19	LRRC19	LRRC19,TRMT11,TMEM214,IMMP2L,ADGRL3,ADGRL2,ADGRL1,MOB3B,RIPK4,KBTBD8,IFT74
LRRC2	LRRC2	LRRC2,IGFALS,LRRC20,FASN,GPALPP1,PRELP,ZNF770,LRG1,LGR5,LUM,KERA
LRRC20	LRRC20	LRRC20,LRRC30,LRRC39,LRRC2,LRRC14B,ANKS1A,TMEM38A,ADGRL1,ADGRL3,ADGRL2,PRR29
LRRC23	LRRC23	LRRC23,TSNAXIP1,CCDC113,CFAP52,LRRC34,CFAP161,RSPH14,CCDC146,CFAP45,CFAP74,DLEC1
LRRC24	LRRC24	LRRC24,LRRC14,GLI4,MFSD3,TLDC2,ZNF837,CYHR1,PPP1R16A,ADGRL2,ADGRL3,ADGRL1
LRRC25	LRRC25	LRRC25,DDX58,NFAM1,PGPEP1,SIGLEC14,ISG15,ADGRL1,ADGRL2,ADGRL3,RASGRP4,SSBP4
LRRC26	LRRC26	LRRC26,KCNMA1,KCNMB1,KRT1,LRRC58,LRRC10,KCNU1,KCNMB4,LRRC38,LRRC10B,LRRC39
LRRC27	LRRC27	LRRC27,CNOT1,DDX6,CNOT9,CNOT2,CNOT3,CNOT7,CNOT8,CDC73,POLR2A,PAF1
LRRC28	LRRC28	LRRC28,ADGRL2,ADGRL3,ADGRL1,PRELP,FAM217B,LUM,AP5B1,ASB8,KERA,FMOD
LRRC29	LRRC29	LRRC29,FBXL8,FBXL22,FBXO33,B3GNT9,FBXO25,FBXO2,FBXO11,FBXO48,FBXW7,KIAA0895L
LRRC3	LRRC3	LRRC3,CASP1,PYCARD,NLRP3,ADGRL2,ADGRL3,ADGRL1,GALNT13,DPY19L4,VWA7,TMEM9B
LRRC30	LRRC30	LRRC30,LRRC20,LRRC14B,ESPNL,CDNF,ANKRD12,CHRNA1,ASB10,PTPRM,FMOD,ADGRL1
LRRC31	LRRC31	LRRC31,LRRIQ4,LRRC34,XRCC5,XRCC6,MYNN,CAPN14,TMEM174,ACTRT3,TRIP10,CEP295NL
LRRC32	LRRC32	LRRC32,TGFB1,TGFB3,TGFB2,EMSY,NRP1,WDR36,IKZF4,CD4,CAPN14,ADGRL2
LRRC34	LRRC34	LRRC34,MYNN,LRRIQ4,ACTRT3,LRRC31,LRRC23,CCDC146,RSPH14,CFAP161,TSNAXIP1,CCDC65
LRRC36	LRRC36	LRRC36,KCTD19,C16orf86,MS4A5,C11orf42,ZNF391,ODF1,PLEKHG4,TSNAXIP1,C9orf131,ZDHHC1
LRRC37A	LRRC37A	LRRC37A,ARL17B,ARL17A,KANSL1,POTEB,SPDYE5,ADGRL3,PRPF8,ADGRL1,ADGRL2,CRHR1
LRRC37A2	LRRC37A2	LRRC37A2,ARL17B,ARL17A,KANSL1,ARHGAP27,ADGRL1,ADGRL2,ADGRL3,NXPE3,ZNF404,SPPL2C
LRRC37A3	LRRC37A3	LRRC37A3,ARL17B,KANSL1,ARL17A,SPDYE5,PRPF8,ADGRL3,ADGRL2,ADGRL1,CRHR1,ARHGAP27
LRRC37B	LRRC37B	LRRC37B,UTP6,CRLF3,ADAP2,RAB11FIP4,ATAD5,TEFM,COPRS,EVI2A,RNF135,EVI2B
LRRC38	LRRC38	LRRC38,KCNMB1,KCNU1,LRRC26,TCEANC2,ADGRL3,ADGRL2,ADGRL1,KCNMA1,KCNMB3,HDHD5
LRRC39	LRRC39	LRRC39,MYH7,TTN,FSD2,LRRC20,RTCA,TRMT13,DBT,NINL,CNNM4,FITM1
LRRC3B	LRRC3B	LRRC3B,ADGRL3,ADGRL1,ADGRL2,CGGBP1,MRVI1,TOPAZ1,FOXP1,CTDSPL,STOX1,NKIRAS1
LRRC3C	LRRC3C	LRRC3C,ZPBP2,GSDMB,ORMDL3,GSDMA,CDRT15L2,ADGRL2,ADGRL1,ADGRL3,TRAPPC12,IKZF3
LRRC4	LRRC4	LRRC4,NTNG2,NTNG1,DLG4,PTPRS,ADGRL2,MAPK3,NLGN2,RBM28,MAPK1,ADGRL3
LRRC40	LRRC40	LRRC40,CNPY3,KCTD3,MRI1,LUM,GML,SMIM12,TUBB8,MYL4,ISLR,ADGRL1
LRRC41	LRRC41	LRRC41,CUL5,RBX1,ELOB,RHOBTB3,ELOC,RNF7,DRG1,ELOA2,ELOA,CAND1
LRRC42	LRRC42	LRRC42,GPR137C,HSF2BP,PPP1R14D,MPLKIP,RFNG,SYCE2,SPATA22,ZBTB21,SUGT1,KAT5
LRRC43	LRRC43	LRRC43,TEX43,FAM181A,UBXN10,C1orf189,DYDC1,ANKRD60,LRRC46,PPP1R3B,PPP1R3D,PPP1R3C
LRRC45	LRRC45	LRRC45,CROCC,CNTLN,CEP250,CEP89,SCLT1,CDK5RAP2,KXD1,FBF1,CEP131,CEP135
LRRC46	LRRC46	LRRC46,PACS2,CFAP161,ZMYND10,TSNAXIP1,POLE,CFAP57,PPP1CC,PPP1CA,PPP1R3D,LRRC43
LRRC47	LRRC47	LRRC47,FARSA,RIOK1,FARS2,FDXACB1,RPS13,EIF1AD,RPS3,RPS15,RPS11,RPS16
LRRC49	LRRC49	LRRC49,TPGS1,TTLL1,NICN1,TPGS2,C11orf49,KIAA1841,TBC1D19,EIF3F,THAP10,LARP6
LRRC4B	LRRC4B	LRRC4B,PTPRS,PTPRF,NTNG1,NTNG2,PTPRD,DLG4,NRXN2,NRXN1,NLGN1,NLGN2
LRRC4C	LRRC4C	LRRC4C,NTNG2,NTNG1,DLG4,WHRN,MYO15A,NRXN1,ADGRV1,USH1G,PTPRS,NLGN1
LRRC52	LRRC52	LRRC52,KCNU1,KCNMB1,KCNMA1,MGST3,CATSPER1,KCNMB4,ADGRL1,ADGRL2,ADGRL3,POGK
LRRC55	LRRC55	LRRC55,KCNMB1,KCNU1,ADGRL3,ADGRL2,ADGRL1,KCNMA1,KCNMB3,KCNMB4,CTXN2,LRRC26
LRRC56	LRRC56	LRRC56,GAS2L2,TTC25,CCDC151,PIH1D2,CFAP221,DNAAF1,CCDC63,PIH1D1,RSPH3,DNAAF3
LRRC57	LRRC57	LRRC57,HINFP,C5orf30,TAF8,ZFYVE19,LUM,ADGRL1,ADGRL3,ADGRL2,DNAJC17,CHAD
LRRC58	LRRC58	LRRC58,LRRC26,FSTL1,ZNF860,PRELP,ADGRL1,ADGRL2,ADGRL3,LUM,GPR156,FMOD
LRRC59	LRRC59	LRRC59,YBX1,STAU1,UBXN4,HNRNPM,PRPF8,FGF1,ILF3,RRBP1,BRD4,IGF2BP3
LRRC6	LRRC6	LRRC6,ZMYND10,DNAAF3,DNAI1,DNAAF5,CCDC103,CCDC39,DNAAF4,CCDC40,SPAG1,DNAI2
LRRC61	LRRC61	LRRC61,ZBED6CL,KRBA1,FAM184A,ACTR3C,DNAJC27,GPR12,ADGRL2,ADGRL3,ADGRL1,ZNF584
LRRC63	LRRC63	LRRC63,CCDC74B,EPPIN-WFDC6,ANKRD60,SPATA31A1,C12orf42,TTLL8,MGAT4D,ADGRL2,ADGRL3,ADGRL1
LRRC66	LRRC66	LRRC66,GLOD4,SUSD3,ADGRL1,ADGRL3,ADGRL2,C2orf73,PDCL2,DCUN1D4,NAGLU,CCDC90B
LRRC69	LRRC69	LRRC69,GDPGP1,ATAD3C,FAM149B1,LCMT2,LRRC46,KCNJ3,PLPPR2,LRRC49,CCDC7,ASCC1
LRRC7	LRRC7	LRRC7,CAMK2A,CTNND2,CAMK2B,CACNA1D,GRIN2B,DLG1,GRIA1,DLG4,PKP4,GRIN2A
LRRC70	LRRC70	LRRC70,IPO11,RPL12,IPO5,RPL23A,ADGRL2,ADGRL3,ADGRL1,UBE2E3,OR1B1,PDGFB
LRRC71	LRRC71	LRRC71,TEKT3,TSNAXIP1,FAM216B,ETV3L,ANKUB1,ANHX,PEAR1,ANKRD66,TEKT1,C11orf88
LRRC72	LRRC72	LRRC72,ANKMY2,KIAA1257,ADGRL1,ADGRL3,ADGRL2,IQUB,ARL10,TMEM248,CCDC116,AARD
LRRC73	LRRC73	LRRC73,ANKRD13D,TEPSIN,VSIG10,DOCK3,TBC1D5,NPRL2,POLR3H,OR10A4,VPS26B,VPS35
LRRC74A	LRRC74A	LRRC74A,FAM161B,SPATA31D3,SPATA31D4,WDR49,AREL1,LIN52,VRTN,FCF1,SERPIND1,PTGR2
LRRC75A	LRRC75A	LRRC75A,C4orf48,BAALC,FBRSL1,SPATS2,KLHL35,KLHDC8B,ZNFX1,DIP2B,SSBP4,SAMD14
LRRC75B	LRRC75B	LRRC75B,C22orf15,GUCD1,DRICH1,PROSER2,ZNF70,DDTL,RGL4,STOML1,SPECC1L,UPB1
LRRC8A	LRRC8A	LRRC8A,LRRC8C,LRRC8E,LRRC8B,LRRC8D,IGLL1,BEST1,ANO1,HEPACAM,PGM3,KCNJ10
LRRC8B	LRRC8B	LRRC8B,LRRC8A,LRRC8D,LRRC8C,LRRC8E,NPEPPS,CLCA2,BEST1,TTYH2,TTYH1,CLCN3
LRRC8C	LRRC8C	LRRC8C,LRRC8A,LRRC8B,TTYH2,FABP4,TTYH3,TTYH1,BEST1,LPL,SREBF1,LRRC8D
LRRC8D	LRRC8D	LRRC8D,LRRC8A,LRRC8B,PCSK4,TTYH2,CLCN3,BEST1,LRRC8C,LRRC8E,TTYH1,ADGRL1
LRRC8E	LRRC8E	LRRC8E,LRRC8A,TRIM2,LRRC8B,TTYH3,TTYH2,BEST1,TTYH1,LRRC8D,KERA,CLCN3
LRRCC1	LRRCC1	LRRCC1,TMEM89,CCDC61,CEP83,IQCF5,ADGRL3,ADGRL2,ADGRL1,CEP290,RALYL,FAM98C
LRRD1	LRRD1	LRRD1,TERB1,C2orf83,SLC36A3,CCDC27,MRAS,ADGRL3,ADGRL2,ADGRL1,SPATA31A7,C8orf86
LRRFIP1	LRRFIP1	LRRFIP1,FLII,CTNNB1,GCFC2,IFI16,TMOD1,MYD88,DDX41,DHX36,RBM8A,IRF3
LRRFIP2	LRRFIP2	LRRFIP2,FLII,MYD88,DVL1,TMOD1,ITPR1,DVL3,ATPAF2,EPM2AIP1,UACA,ABRA
LRRIQ1	LRRIQ1	LRRIQ1,ALX1,ACVR1,EPHA3,C9orf129,CFAP52,TSPAN19,SPAG17,ADGRL3,ADGRL1,ADGRL2
LRRIQ3	LRRIQ3	LRRIQ3,TMC7,FPGT,FAM227B,SAMD5,TNNI3K,FPGT-TNNI3K,FRMD3,ADGRL2,ADGRL3,ADGRL1
LRRIQ4	LRRIQ4	LRRIQ4,ACTRT3,MYNN,LRRC34,LRRC31,ADGRL1,ADGRL3,ADGRL2,CCDC189,LRRC26,DCAF4
LRRK1	LRRK1	LRRK1,GRB2,SHC1,BAG5,ABL1,HSPA8,LRRK2,ANK1,GTPBP4,ANK3,ANK2
LRRK2	LRRK2	LRRK2,RAB29,PARK7,SNCA,PRKN,GAK,SFN,HSP90AA1,PINK1,DNM1L,HSP90AB1
LRRN1	LRRN1	LRRN1,ADGRL1,ADGRL2,SUMF1,ADGRL3,PTPRD,LRRC4,LRRC1,LRRC4C,GAL3ST4,SETMAR
LRRN2	LRRN2	LRRN2,ADGRL1,ADGRL2,ADGRL3,LRRC1,LRRC2,LRCH4,DHRS13,PIK3C2B,VSTM5,TMEM81
LRRN3	LRRN3	LRRN3,F2RL3,GPR15,ADGRL1,ADGRL3,ADGRL2,IMMP2L,NELL2,CLDND1,CD4,B3GALT2
LRRN4	LRRN4	LRRN4,UPK3B,ADGRL2,ADGRL1,ADGRL3,MSLN,NKAIN4,GPM6A,HIGD1B,WT1,C12orf60
LRRN4CL	LRRN4CL	LRRN4CL,TM4SF19,PDCL2,SLC25A47,SAPCD2,IGSF9B,SLC4A3,C10orf71,TMEM45B,EML3,BSCL2
LRRTM1	LRRTM1	LRRTM1,NRXN1,CTNNA2,NRXN2,TRAPPC10,DLG4,NRXN3,NLGN1,NEFL,CBLN1,CLSTN3
LRRTM2	LRRTM2	LRRTM2,NRXN1,NRXN2,NRXN3,DLG4,NLGN1,NXN,CTNNA1,CBLN1,GRIA2,ADGRL3
LRRTM3	LRRTM3	LRRTM3,CTNNA3,NRXN2,NRXN1,B3GNT3,NRXN3,GPC1,PTPRS,BACE1,ADGRL1,LRRTM4
LRRTM4	LRRTM4	LRRTM4,PTPRS,CNPY2,CTNNA2,NRXN1,NRXN2,GPC1,NRXN3,ADGRL3,TRAPPC10,LRRTM3
LRSAM1	LRSAM1	LRSAM1,TSG101,CALCOCO2,STK25,STK24,VPS28,CEP55,RNF166,IGHMBP2,UBE2D1,LGALS8
LRTM1	LRTM1	LRTM1,ADGRL2,ADGRL1,ADGRL3,CORIN,ERC2,CACNA2D3,ACTR8,OPN1SW,CCL3L1,CACNG6
LRTM2	LRTM2	LRTM2,ADGRL1,ADGRL2,ADGRL3,CACNA2D4,FBXL14,LRRC8A,NINJ2,ERC1,ZNF280D,LRRC8B
LRTOMT	LRTOMT	LRTOMT,DDC,CYP1B1,DBH,PNMT,CYP1A1,ALDH3A1,ALDH3B2,ALDH3B1,AOC2,COMT
LRWD1	LRWD1	LRWD1,ORC3,ORC5,ORC2,ORC4,ORC1,ORC6,REPIN1,CDT1,TICRR,SKP2
LSAMP	LSAMP	LSAMP,PRNP,VSTM4,NPAS3,CEACAM5,CAMKV,SLC1A3,PTPRM,LRRTM1,THY1,NLGN1
LSG1	LSG1	LSG1,NMD3,EIF6,PA2G4,RPL5,RPL27,ZNF622,FTSJ3,RPL3,GTPBP4,RPL8
LSM1	LSM1	LSM1,LSM3,PATL2,LSM5,LSM4,PATL1,LSM7,LSM6,XRN1,LSM2,DDX6
LSM10	LSM10	LSM10,LSM11,SNRPF,SNRPG,SNRPD3,SNRPE,SNRPB,SNRPD2,CPSF3,SYMPK,LSM3
LSM11	LSM11	LSM11,LSM10,SNRPE,SNRPF,SNRPG,SNRPD3,SNRPB,SLBP,ZNF473,CASP8AP2,CPSF3
LSM12	LSM12	LSM12,ATXN2L,ATXN2,ZCCHC4,DDX6,NUFIP2,LSM3,LSM2,TRNAU1AP,C6orf52,MCRIP2
LSM14A	LSM14A	LSM14A,DDX6,EDC3,EIF4ENIF1,EDC4,DCP2,DCP1A,LSM1,PATL1,CPEB1,DCP1B
LSM14B	LSM14B	LSM14B,DDX6,EIF4ENIF1,DCP2,EDC3,DCP1A,PATL2,EIF4E1B,DCP1B,PABPC1L,CPEB1
LSM2	LSM2	LSM2,LSM1,LSM7,LSM6,PRPF3,LSM5,LSM4,LSM8,SNRPD1,SNRPD2,PRPF31
LSM3	LSM3	LSM3,SNRPD1,SNRPD2,LSM8,LSM2,LSM5,LSM4,LSM1,LSM7,LSM6,SNRPG
LSM4	LSM4	LSM4,LSM2,LSM8,SNRPD2,PRPF3,LSM7,LSM6,PATL1,LSM1,LSM5,PRPF6
LSM5	LSM5	LSM5,LSM1,LSM6,LSM7,LSM4,LSM8,LSM2,SNRPD2,LSM3,SNRPF,SNRNP200
LSM6	LSM6	LSM6,SNRPG,LSM7,PRPF3,LSM1,SNRPA1,LSM4,LSM5,LSM2,LSM8,SNRPD2
LSM7	LSM7	LSM7,SART1,SNRPE,SNRPD3,LSM3,SNRNP200,SNRPF,PRPF4,SNRPD2,LSM8,LSM2
LSM8	LSM8	LSM8,LSM2,EFTUD2,SNRPD1,SNRPD2,LSM7,LSM6,PRPF3,LSM4,PRPF8,LSM5
LSMEM1	LSMEM1	LSMEM1,ITPRIP,ZBTB1,ETNPPL,WDR47,ZFAND2A,LSMEM2,C3orf62,TMCC3,PPP1R3A,UBALD2
LSMEM2	LSMEM2	LSMEM2,SPACA1,C5orf24,ZNF551,ADPRHL1,WDR47,LSMEM1,KLHL23,IFRD2,LRRK1,ARHGAP21
LSP1	LSP1	LSP1,KSR1,CD209,MAPKAPK2,IKBKE,CYLD,ARHGEF12,CLEC7A,HLA-A,CLEC4M,RAF1
LSR	LSR	LSR,MARVELD2,APOB,APOE,APP,APOC3,APOA5,APOC2,VLDLR,LPA,HPR
LSS	LSS	LSS,SQLE,CYP51A1,HSD17B7,FDFT1,SC5D,DHCR24,IDI1,MSMO1,IDI2,DHCR7
LST1	LST1	LST1,LTB,AIF1,TYROBP,NCR3,ABHD16A,LTA,RALGPS2,NFKBIL1,DDX39B,MYOF
LTA	LTA	LTA,LTBR,TNFRSF14,LTB,TNFRSF1B,TNFRSF1A,TNF,CD40,IFNG,IL1B,TNFSF11
LTA4H	LTA4H	LTA4H,ALOX5,LTC4S,ALOX5AP,CYP4F3,CYP4F2,LTB4R2,TRIT1,LTB4R,PLA2G2A,COTL1
LTB	LTB	LTB,LTA,LTBR,TNFRSF1B,TNFSF13B,LST1,RELB,TNFRSF13C,TRAF3,TNFRSF14,CCR7
LTB4R	LTB4R	LTB4R,LTB4R2,GNB1,GNAI1,LTA4H,RARRES2,GNG2,HSH2D,ALOX5,CXCL8,GRK5
LTB4R2	LTB4R2	LTB4R2,LTB4R,LTA4H,LTC4S,CYSLTR2,GNAQ,GNA14,GNA15,ABCC1,GNA11,ALOX5
LTBP1	LTBP1	LTBP1,TGFB1,FBN1,TGFB3,TGFB2,THBS1,ADAMTSL2,FN1,ADAMTS10,LTBP2,LTBP3
LTBP2	LTBP2	LTBP2,TGFB1,TGFB2,FBN1,FBLN5,MSTN,LOXL1,CYP1B1,ADAMTS10,LTBP1,WNT10A
LTBP3	LTBP3	LTBP3,TGFB1,TGFB2,TGFB3,MSTN,LOXL1,WNT10A,LTBP1,ADAMTS10,ELN,LTBP4
LTBP4	LTBP4	LTBP4,TGFB1,TGFB2,LTBP3,TGFB3,LTBP2,EFEMP2,FBN1,LTBP1,MFAP4,SMAD2
LTBR	LTBR	LTBR,LTA,LTB,TRAF3,TNFSF14,TRAF5,TRAF2,MAP3K14,TNFRSF13C,TNF,TNFSF13B
LTC4S	LTC4S	LTC4S,LTA4H,ALOX5,MGST1,CYSLTR2,GGT5,GGT1,MGST3,LTB4R2,PTGES,ALOX5AP
LTF	LTF	LTF,LALBA,MPO,ELANE,CTSG,ALB,LCN2,CLU,PRTN3,ITLN1,CP
LTK	LTK	LTK,ALKAL1,ALKAL2,PIK3R1,TNK2,CD5,GRB2,ALK,SHC1,CBL,PTPRM
LTN1	LTN1	LTN1,NEMF,TCF25,RPL11,VCP,ANKZF1,RPL3,RPL23A,RPL6,ZNF598,RPL31
LTV1	LTV1	LTV1,BYSL,RPS2,RIOK1,NOB1,RIOK2,RPS3,TSR1,PNO1,RPS20,RPS15
LUC7L	LUC7L	LUC7L,RBM25,SNRNP70,SNRPC,PRPF40A,SNRPD1,SNRPD2,SF3B3,SNRPD3,LUC7L2,SNRPA
LUC7L2	LUC7L2	LUC7L2,SNRPD2,SNRNP70,SNRPC,SNRPD1,SNRPE,U2AF2,LUC7L,SCNM1,SNRPD3,SNRPF
LUC7L3	LUC7L3	LUC7L3,PNISR,RBM25,RBM39,SNRNP70,PRPF39,SRSF11,SART1,PRPF40A,SNRPD2,SNRPF
LUM	LUM	LUM,COL1A2,COL3A1,COL1A1,DCN,FBN1,FASLG,FN1,COL5A2,SPARC,COL11A2
LURAP1	LURAP1	LURAP1,CDC42BPA,MYO18A,CDC42,CDC42BPB,FAM234B,ARL14,BLZF1,PLAGL2,RCN3,RNF181
LURAP1L	LURAP1L	LURAP1L,SHTN1,CDC42BPA,SLC4A3,CDC42BPB,HSF1,UBE2G1,SNTB2,FBXO28,NEFM,FAM126B
LUZP1	LUZP1	LUZP1,DAPK3,ACTR2,LIMA1,KATNA1,SALL1,PLEC,SLITRK1,MYC,ARHGAP32,BRCA1
LUZP2	LUZP2	LUZP2,GAS2,CLHC1,ZDHHC19,CREB3,FAM81A,ANKRD55,LHFPL3,CDRT1,SLC35G2,AKAP8
LUZP6	LUZP6	LUZP6,MTPN,IFNA17,IFNA2,C12orf75,PIGY,FAM180A,RGPD6,PYURF,PCDHGB3,RGPD5
LVRN	LVRN	LVRN,CHRDL2,WDR63,WBP2NL,EDN3,GALNTL5,ACSBG2,ABCA13,NME8,MAP4,XPNPEP1
LXN	LXN	LXN,CPA4,CPA2,CPA1,RPS3,NTNG2,DAB2IP,AGBL2,GNG2,CUX2,DOT1L
LY6D	LY6D	LY6D,CD59,SLURP1,TRIM29,MCOLN1,PSCA,KRT16,LY6K,KRT84,KRT13,G0S2
LY6E	LY6E	LY6E,PSCA,IFI44L,IFI6,OAS1,ISG15,MX1,IFI44,OAS3,IFIT3,IFI27
LY6G5B	LY6G5B	LY6G5B,CSNK2B,LY6G5C,LY6G6C,RRP7A,WDR36,PATE3,NOL6,LY6G6F,PINLYP,GPANK1
LY6G5C	LY6G5C	LY6G5C,LY6G6C,LY6G5B,ABHD16A,PATE3,LY6G6F,PINLYP,C6orf47,PATE2,CSNK2B,LYPD5
LY6G6C	LY6G6C	LY6G6C,LY6G5C,LY6G6D,LY6G5B,LY6G6F,PATE3,MPIG6B,VWA7,PINLYP,SLC39A2,PATE2
LY6G6D	LY6G6D	LY6G6D,LY6G6F,LY6G6C,LYPD5,SPACA4,LYPD4,LY6H,LYPD2,TEX101,LY6K,LYPD3
LY6G6F	LY6G6F	LY6G6F,GRB7,LY6G6D,LY6G6C,MPIG6B,LY6G5B,GRB2,PATE3,LY6G5C,PINLYP,PATE2
LY6H	LY6H	LY6H,LYNX1,LY6K,SLURP1,LYPD2,LYPD6,GPIHBP1,LYPD4,LYPD6B,PATE3,LYPD5
LY6K	LY6K	LY6K,TEX101,LYPD2,LYNX1,LY6H,SLURP1,NUF2,DEPDC1,TTK,IGF2BP3,LYPD6
LY75	LY75	LY75,CLEC4A,CD209,ITGAX,CLEC9A,CD207,CD86,CD4,CD40,CLEC7A,CD8A
LY75-CD302	LY75-CD302	LY75-CD302,CD209,CD302,CLEC4A,CLEC9A,CD207,CD86,ITGAX,CD4,CD40,CLEC7A
LY86	LY86	LY86,CD180,LY96,RNASE6,TLR4,CD86,TYROBP,CSF1R,CTSS,LAPTM5,C1QA
LY9	LY9	LY9,CD48,SH2D1B,CD2,SLAMF6,SLAMF1,PTPN11,SLAMF8,CD58,LCK,CD27
LY96	LY96	LY96,MYD88,TLR4,TLR2,LY86,TIRAP,LBP,CD14,HMGB1,CD44,TLR1
LYAR	LYAR	LYAR,DDX18,NIFK,RRS1,RRP1B,RPS15,RPF2,RPLP0,BRIX1,RPL11,NHP2
LYG1	LYG1	LYG1,TTC30A,EPM2AIP1,ZSWIM3,HENMT1,SMAP1,DDX27,ZMYND12,RPL22L1,SNX24,RNLS
LYG2	LYG2	LYG2,BPIFB2,KRT27,ZNF696,SERPINB10,CLEC2A,IFIT5,KRBA1,KRTAP17-1,KRT71,KRT35
LYL1	LYL1	LYL1,LMO2,TCF3,LDB1,LDB2,CBFB,RUNX1,GATA2,LMO1,EP300,TLX3
LYN	LYN	LYN,CD79A,SYK,BLNK,CD19,GP6,CD79B,FYN,VAV1,SHC1,PTK2B
LYNX1	LYNX1	LYNX1,SLURP1,LY6H,LYPD6,LYPD2,CHRNB2,LY6K,CD59,CHRNB4,PLAUR,CHRNA4
LYPD1	LYPD1	LYPD1,GPR39,SLURP1,PLAUR,CD59,LYNX1,LY6G6D,LYPD6,ALKBH5,SPINK7,WNT5A
LYPD2	LYPD2	LYPD2,LY6K,LYNX1,LY6H,LY6E,PATE3,LYPD4,CCDC153,LYPD5,PATE2,PATE4
LYPD3	LYPD3	LYPD3,AGR2,AGR3,DAG1,PLAUR,PINLYP,PLAU,PHLDB3,CD59,TEX101,TACSTD2
LYPD4	LYPD4	LYPD4,LY6H,DMRTC2,PATE3,LY6K,PATE2,PATE4,SPACA4,LYPD2,PINLYP,C10orf120
LYPD5	LYPD5	LYPD5,PINLYP,PATE3,SPACA4,PATE2,TEX101,LY6G6D,SLURP1,PATE4,PATE1,LY6G5B
LYPD6	LYPD6	LYPD6,SLURP1,LRP6,LYNX1,FZD8,LY6H,DNM2,LY6K,DNM1,ACRV1,LYPD6B
LYPD6B	LYPD6B	LYPD6B,LY6H,BEND7,LYNX1,TATDN3,MBD5,KIF5C,LRP6,EPC2,MMADHC,OTOL1
